name,mos,distortion_type,DT
p35_gpcc-octree-raht_r06.ply,4.777908352,octree_raht,2
p35_vpcc_r00.ply,1.888467299,VPCC,3
p35_vpcc_r01.ply,2.780948036,VPCC,3
p35_vpcc_r02.ply,3.525430254,VPCC,3
p35_vpcc_r03.ply,3.747455491,VPCC,3
p35_vpcc_r04.ply,4.171733866,VPCC,3
p35_vpcc_r05.ply,4.637269715,VPCC,3
p36_geocnn_r01.ply,3.449315016,geocnn,0
p36_geocnn_r02.ply,4.257003398,geocnn,0
p36_geocnn_r03.ply,4.515622385,geocnn,0
p36_geocnn_r04.ply,4.623073453,geocnn,0
p36_gpcc-octree-predlift_r02.ply,1.613518687,gpcc_octree_predlift,1
p36_gpcc-octree-predlift_r03.ply,4.050807701,gpcc_octree_predlift,1
p36_gpcc-octree-predlift_r04.ply,4.590846425,gpcc_octree_predlift,1
p36_gpcc-octree-predlift_r05.ply,4.62135294,gpcc_octree_predlift,1
p36_gpcc-octree-predlift_r06.ply,4.837494708,gpcc_octree_predlift,1
p36_gpcc-octree-raht_r02.ply,1.476062871,octree_raht,2
p36_gpcc-octree-raht_r03.ply,3.547504391,octree_raht,2
p36_gpcc-octree-raht_r04.ply,4.345827906,octree_raht,2
p36_gpcc-octree-raht_r05.ply,4.61467515,octree_raht,2
p36_gpcc-octree-raht_r06.ply,4.52946623,octree_raht,2
p36_vpcc_r00.ply,2.288100325,VPCC,3
p36_vpcc_r01.ply,2.927898365,VPCC,3
p36_vpcc_r02.ply,3.721901178,VPCC,3
p36_vpcc_r03.ply,4.053039371,VPCC,3
p36_vpcc_r04.ply,4.242229452,VPCC,3
p36_vpcc_r05.ply,4.42222001,VPCC,3
p40_geocnn_r01.ply,4.223862803,geocnn,0
p40_geocnn_r02.ply,4.537520119,geocnn,0
p40_geocnn_r03.ply,4.623413014,geocnn,0
p40_geocnn_r04.ply,4.601508136,geocnn,0
p40_gpcc-octree-predlift_r02.ply,1.533316784,gpcc_octree_predlift,1
p40_gpcc-octree-predlift_r03.ply,3.076065063,gpcc_octree_predlift,1
p40_gpcc-octree-predlift_r04.ply,4.553822348,gpcc_octree_predlift,1
p40_gpcc-octree-predlift_r05.ply,4.715850029,gpcc_octree_predlift,1
p40_gpcc-octree-predlift_r06.ply,4.49407148,gpcc_octree_predlift,1
p40_gpcc-octree-raht_r02.ply,1.234623604,octree_raht,2
p40_gpcc-octree-raht_r03.ply,2.788596822,octree_raht,2
p40_gpcc-octree-raht_r04.ply,4.424253243,octree_raht,2
p40_gpcc-octree-raht_r05.ply,4.638737358,octree_raht,2
p40_gpcc-octree-raht_r06.ply,4.706810586,octree_raht,2
p40_vpcc_r00.ply,1.624651452,VPCC,3
p40_vpcc_r01.ply,2.649080199,VPCC,3
p40_vpcc_r02.ply,4.240712826,VPCC,3
p40_vpcc_r03.ply,4.485628688,VPCC,3
p40_vpcc_r04.ply,4.532190613,VPCC,3
p40_vpcc_r05.ply,4.651723578,VPCC,3
p41_geocnn_r01.ply,4.227608907,geocnn,0
p41_geocnn_r02.ply,4.429957,geocnn,0
p41_geocnn_r03.ply,4.717672203,geocnn,0
p41_geocnn_r04.ply,4.671408552,geocnn,0
p41_gpcc-octree-predlift_r02.ply,1.429416914,gpcc_octree_predlift,1
p41_gpcc-octree-predlift_r03.ply,3.127067186,gpcc_octree_predlift,1
p41_gpcc-octree-predlift_r04.ply,4.382717869,gpcc_octree_predlift,1
p41_gpcc-octree-predlift_r05.ply,4.357342511,gpcc_octree_predlift,1
p41_gpcc-octree-predlift_r06.ply,4.847472591,gpcc_octree_predlift,1
p41_gpcc-octree-raht_r02.ply,1.344665616,octree_raht,2
p41_gpcc-octree-raht_r03.ply,2.827048658,octree_raht,2
p41_gpcc-octree-raht_r04.ply,4.381647766,octree_raht,2
p41_gpcc-octree-raht_r05.ply,4.610395857,octree_raht,2
p41_gpcc-octree-raht_r06.ply,4.762194118,octree_raht,2
p41_vpcc_r00.ply,2.157191279,VPCC,3
p41_vpcc_r01.ply,3.092292911,VPCC,3
p41_vpcc_r02.ply,3.974770472,VPCC,3
p41_vpcc_r03.ply,4.3713858,VPCC,3
p41_vpcc_r04.ply,4.522034384,VPCC,3
p41_vpcc_r05.ply,4.487006824,VPCC,3
p43_geocnn_r01.ply,4.395502561,geocnn,0
p43_geocnn_r02.ply,4.608845194,geocnn,0
p43_geocnn_r03.ply,4.720652023,geocnn,0
p43_geocnn_r04.ply,4.844721623,geocnn,0
p43_gpcc-octree-predlift_r02.ply,2.066785104,gpcc_octree_predlift,1
p43_gpcc-octree-predlift_r03.ply,3.428830541,gpcc_octree_predlift,1
p43_gpcc-octree-predlift_r04.ply,4.139044497,gpcc_octree_predlift,1
p43_gpcc-octree-predlift_r05.ply,4.63183351,gpcc_octree_predlift,1
p43_gpcc-octree-predlift_r06.ply,4.665969849,gpcc_octree_predlift,1
p43_gpcc-octree-raht_r02.ply,1.422636861,octree_raht,2
p43_gpcc-octree-raht_r03.ply,3.554345861,octree_raht,2
p43_gpcc-octree-raht_r04.ply,4.240996406,octree_raht,2
p43_gpcc-octree-raht_r05.ply,4.616406924,octree_raht,2
p43_gpcc-octree-raht_r06.ply,4.737603311,octree_raht,2
p43_vpcc_r00.ply,2.665959594,VPCC,3
p43_vpcc_r01.ply,3.605505377,VPCC,3
p43_vpcc_r02.ply,3.954657784,VPCC,3
p43_vpcc_r03.ply,4.392864588,VPCC,3
p43_vpcc_r04.ply,4.66029619,VPCC,3
p43_vpcc_r05.ply,4.692099382,VPCC,3
p44_geocnn_r01.ply,3.849385111,geocnn,0
p44_geocnn_r02.ply,4.284409422,geocnn,0
p44_geocnn_r03.ply,4.301743631,geocnn,0
p44_geocnn_r04.ply,4.569426984,geocnn,0
p44_gpcc-octree-predlift_r02.ply,1.72432873,gpcc_octree_predlift,1
p44_gpcc-octree-predlift_r03.ply,3.23698193,gpcc_octree_predlift,1
p44_gpcc-octree-predlift_r04.ply,4.238318177,gpcc_octree_predlift,1
p44_gpcc-octree-predlift_r05.ply,4.665948711,gpcc_octree_predlift,1
p44_gpcc-octree-predlift_r06.ply,4.718057433,gpcc_octree_predlift,1
p44_gpcc-octree-raht_r02.ply,1.218802258,octree_raht,2
p44_gpcc-octree-raht_r03.ply,2.853020733,octree_raht,2
p44_gpcc-octree-raht_r04.ply,4.213919688,octree_raht,2
p44_gpcc-octree-raht_r05.ply,4.391524053,octree_raht,2
p44_gpcc-octree-raht_r06.ply,4.518935138,octree_raht,2
p44_vpcc_r00.ply,2.280101944,VPCC,3
p44_vpcc_r01.ply,3.108786177,VPCC,3
p44_vpcc_r02.ply,3.691125319,VPCC,3
p44_vpcc_r03.ply,4.361572424,VPCC,3
p44_vpcc_r04.ply,4.524556757,VPCC,3
p44_vpcc_r05.ply,4.553007035,VPCC,3
p45_geocnn_r01.ply,3.442395599,geocnn,0
p45_geocnn_r02.ply,4.119473231,geocnn,0
p45_geocnn_r03.ply,4.180803272,geocnn,0
p45_geocnn_r04.ply,4.462728013,geocnn,0
p45_gpcc-octree-predlift_r02.ply,1.392205455,gpcc_octree_predlift,1
p45_gpcc-octree-predlift_r03.ply,2.777243633,gpcc_octree_predlift,1
p45_gpcc-octree-predlift_r04.ply,4.132679907,gpcc_octree_predlift,1
p45_gpcc-octree-predlift_r05.ply,4.561745608,gpcc_octree_predlift,1
p45_gpcc-octree-predlift_r06.ply,3.935308502,gpcc_octree_predlift,1
p45_gpcc-octree-raht_r02.ply,1.277497469,octree_raht,2
p45_gpcc-octree-raht_r03.ply,2.59354933,octree_raht,2
p45_gpcc-octree-raht_r04.ply,4.323742816,octree_raht,2
p45_gpcc-octree-raht_r05.ply,4.672244768,octree_raht,2
p45_gpcc-octree-raht_r06.ply,4.648627146,octree_raht,2
p45_vpcc_r00.ply,2.398653431,VPCC,3
p45_vpcc_r01.ply,3.617074697,VPCC,3
p45_vpcc_r02.ply,4.426349832,VPCC,3
p45_vpcc_r03.ply,4.53422151,VPCC,3
p45_vpcc_r04.ply,4.473518142,VPCC,3
p45_vpcc_r05.ply,4.610528117,VPCC,3
p46_geocnn_r01.ply,4.150497609,geocnn,0
p46_geocnn_r02.ply,4.400538689,geocnn,0
p46_geocnn_r03.ply,4.580936853,geocnn,0
p46_geocnn_r04.ply,4.57694548,geocnn,0
p46_gpcc-octree-predlift_r02.ply,2.394528032,gpcc_octree_predlift,1
p46_gpcc-octree-predlift_r03.ply,3.550497152,gpcc_octree_predlift,1
p46_gpcc-octree-predlift_r04.ply,4.286740641,gpcc_octree_predlift,1
p46_gpcc-octree-predlift_r05.ply,4.411104854,gpcc_octree_predlift,1
p46_gpcc-octree-predlift_r06.ply,4.625783516,gpcc_octree_predlift,1
p46_gpcc-octree-raht_r02.ply,2.063184602,octree_raht,2
p46_gpcc-octree-raht_r03.ply,3.551078829,octree_raht,2
p46_gpcc-octree-raht_r04.ply,4.138235165,octree_raht,2
p46_gpcc-octree-raht_r05.ply,4.493213728,octree_raht,2
p46_gpcc-octree-raht_r06.ply,4.491201939,octree_raht,2
p46_vpcc_r00.ply,2.901451862,VPCC,3
p46_vpcc_r01.ply,3.130644649,VPCC,3
p46_vpcc_r02.ply,3.356306595,VPCC,3
p46_vpcc_r03.ply,3.663742772,VPCC,3
p46_vpcc_r04.ply,3.879352337,VPCC,3
p46_vpcc_r05.ply,4.447809649,VPCC,3
p48_geocnn_r01.ply,3.943541859,geocnn,0
p48_geocnn_r02.ply,4.412851782,geocnn,0
p48_geocnn_r03.ply,4.470705198,geocnn,0
p48_geocnn_r04.ply,4.623065997,geocnn,0
p48_gpcc-octree-predlift_r02.ply,1.42895618,gpcc_octree_predlift,1
p48_gpcc-octree-predlift_r03.ply,3.507212795,gpcc_octree_predlift,1
p48_gpcc-octree-predlift_r04.ply,4.263903979,gpcc_octree_predlift,1
p48_gpcc-octree-predlift_r05.ply,4.516953993,gpcc_octree_predlift,1
p48_gpcc-octree-predlift_r06.ply,4.689963301,gpcc_octree_predlift,1
p48_gpcc-octree-raht_r02.ply,1.603588178,octree_raht,2
p48_gpcc-octree-raht_r03.ply,3.188978359,octree_raht,2
p48_gpcc-octree-raht_r04.ply,4.165555387,octree_raht,2
p48_gpcc-octree-raht_r05.ply,4.433891519,octree_raht,2
p48_gpcc-octree-raht_r06.ply,4.590998748,octree_raht,2
p48_vpcc_r00.ply,1.881008635,VPCC,3
p48_vpcc_r01.ply,2.820650921,VPCC,3
p48_vpcc_r02.ply,3.287722524,VPCC,3
p48_vpcc_r03.ply,3.840788305,VPCC,3
p48_vpcc_r04.ply,4.127274476,VPCC,3
p48_vpcc_r05.ply,4.464249398,VPCC,3
p49_geocnn_r01.ply,3.40201083,geocnn,0
p49_geocnn_r02.ply,4.254599058,geocnn,0
p49_geocnn_r03.ply,3.969974332,geocnn,0
p49_geocnn_r04.ply,4.545382437,geocnn,0
p49_gpcc-octree-predlift_r02.ply,1.411122927,gpcc_octree_predlift,1
p49_gpcc-octree-predlift_r03.ply,2.713155704,gpcc_octree_predlift,1
p49_gpcc-octree-predlift_r04.ply,3.877167382,gpcc_octree_predlift,1
p49_gpcc-octree-predlift_r05.ply,4.515109528,gpcc_octree_predlift,1
p49_gpcc-octree-predlift_r06.ply,4.554019549,gpcc_octree_predlift,1
p49_gpcc-octree-raht_r02.ply,1.417433099,octree_raht,2
p49_gpcc-octree-raht_r03.ply,2.61639643,octree_raht,2
p49_gpcc-octree-raht_r04.ply,3.727851134,octree_raht,2
p49_gpcc-octree-raht_r05.ply,4.345333376,octree_raht,2
p49_gpcc-octree-raht_r06.ply,4.454285938,octree_raht,2
p49_vpcc_r00.ply,1.860085145,VPCC,3
p49_vpcc_r01.ply,2.76817709,VPCC,3
p49_vpcc_r02.ply,3.697220042,VPCC,3
p49_vpcc_r03.ply,4.148517755,VPCC,3
p49_vpcc_r04.ply,4.516519326,VPCC,3
p49_vpcc_r05.ply,4.44640384,VPCC,3
p50_geocnn_r01.ply,4.384077807,geocnn,0
p50_geocnn_r02.ply,4.576617959,geocnn,0
p50_geocnn_r03.ply,4.565939968,geocnn,0
p50_geocnn_r04.ply,4.815010021,geocnn,0
p50_gpcc-octree-predlift_r02.ply,1.750307207,gpcc_octree_predlift,1
p50_gpcc-octree-predlift_r03.ply,3.184102749,gpcc_octree_predlift,1
p50_gpcc-octree-predlift_r04.ply,3.96452275,gpcc_octree_predlift,1
p50_gpcc-octree-predlift_r05.ply,4.333370951,gpcc_octree_predlift,1
p50_gpcc-octree-predlift_r06.ply,4.628868038,gpcc_octree_predlift,1
p50_gpcc-octree-raht_r02.ply,1.385421745,octree_raht,2
p50_gpcc-octree-raht_r03.ply,2.698975063,octree_raht,2
p50_gpcc-octree-raht_r04.ply,3.937855769,octree_raht,2
p50_gpcc-octree-raht_r05.ply,4.324710661,octree_raht,2
p50_gpcc-octree-raht_r06.ply,4.601111004,octree_raht,2
p50_vpcc_r00.ply,1.860687427,VPCC,3
p50_vpcc_r01.ply,2.793520018,VPCC,3
p50_vpcc_r02.ply,3.502272784,VPCC,3
p50_vpcc_r03.ply,4.214190763,VPCC,3
p50_vpcc_r04.ply,4.529400741,VPCC,3
p50_vpcc_r05.ply,4.610093752,VPCC,3
p51_geocnn_r01.ply,3.518762741,geocnn,0
p51_geocnn_r02.ply,3.958194211,geocnn,0
p51_geocnn_r03.ply,4.194357666,geocnn,0
p51_geocnn_r04.ply,4.354353997,geocnn,0
p51_gpcc-octree-predlift_r02.ply,1.347013501,gpcc_octree_predlift,1
p51_gpcc-octree-predlift_r03.ply,3.00181988,gpcc_octree_predlift,1
p51_gpcc-octree-predlift_r04.ply,4.005816865,gpcc_octree_predlift,1
p51_gpcc-octree-predlift_r05.ply,4.141848297,gpcc_octree_predlift,1
p51_gpcc-octree-predlift_r06.ply,4.558876653,gpcc_octree_predlift,1
p51_gpcc-octree-raht_r02.ply,1.381647614,octree_raht,2
p51_gpcc-octree-raht_r03.ply,2.943140438,octree_raht,2
p51_gpcc-octree-raht_r04.ply,4.034906534,octree_raht,2
p51_gpcc-octree-raht_r05.ply,4.311377594,octree_raht,2
p51_gpcc-octree-raht_r06.ply,4.556746936,octree_raht,2
p51_vpcc_r00.ply,1.871731547,VPCC,3
p51_vpcc_r01.ply,3.033439948,VPCC,3
p51_vpcc_r02.ply,3.482530302,VPCC,3
p51_vpcc_r03.ply,4.074225525,VPCC,3
p51_vpcc_r04.ply,4.198624049,VPCC,3
p51_vpcc_r05.ply,4.48451465,VPCC,3
p52_geocnn_r01.ply,3.578689106,geocnn,0
p52_geocnn_r02.ply,4.28967954,geocnn,0
p52_geocnn_r03.ply,4.433914955,geocnn,0
p52_geocnn_r04.ply,4.451629395,geocnn,0
p52_gpcc-octree-predlift_r02.ply,1.333721059,gpcc_octree_predlift,1
p52_gpcc-octree-predlift_r03.ply,2.980046593,gpcc_octree_predlift,1
p52_gpcc-octree-predlift_r04.ply,4.330209502,gpcc_octree_predlift,1
p52_gpcc-octree-predlift_r05.ply,4.690885393,gpcc_octree_predlift,1
p52_gpcc-octree-predlift_r06.ply,4.689244013,gpcc_octree_predlift,1
p52_gpcc-octree-raht_r02.ply,1.444360721,octree_raht,2
p52_gpcc-octree-raht_r03.ply,2.684165053,octree_raht,2
p52_gpcc-octree-raht_r04.ply,4.060588257,octree_raht,2
p52_gpcc-octree-raht_r05.ply,4.629823953,octree_raht,2
p52_gpcc-octree-raht_r06.ply,4.719335078,octree_raht,2
p52_vpcc_r00.ply,2.28501467,VPCC,3
p52_vpcc_r01.ply,2.809621563,VPCC,3
p52_vpcc_r02.ply,3.622270823,VPCC,3
p52_vpcc_r03.ply,4.129479637,VPCC,3
p52_vpcc_r04.ply,4.610575072,VPCC,3
p52_vpcc_r05.ply,4.62092582,VPCC,3
p53_geocnn_r01.ply,3.939469182,geocnn,0
p53_geocnn_r02.ply,4.455344984,geocnn,0
p53_geocnn_r03.ply,4.621951482,geocnn,0
p53_geocnn_r04.ply,4.454089047,geocnn,0
p53_gpcc-octree-predlift_r02.ply,1.381790812,gpcc_octree_predlift,1
p53_gpcc-octree-predlift_r03.ply,2.848597902,gpcc_octree_predlift,1
p53_gpcc-octree-predlift_r04.ply,4.367854781,gpcc_octree_predlift,1
p53_gpcc-octree-predlift_r05.ply,4.421758918,gpcc_octree_predlift,1
p53_gpcc-octree-predlift_r06.ply,4.675593064,gpcc_octree_predlift,1
p53_gpcc-octree-raht_r02.ply,1.149159294,octree_raht,2
p53_gpcc-octree-raht_r03.ply,2.456872563,octree_raht,2
p53_gpcc-octree-raht_r04.ply,4.088259577,octree_raht,2
p53_gpcc-octree-raht_r05.ply,4.584283841,octree_raht,2
p53_gpcc-octree-raht_r06.ply,4.611492358,octree_raht,2
p53_vpcc_r00.ply,1.880677781,VPCC,3
p53_vpcc_r01.ply,2.772630243,VPCC,3
p53_vpcc_r02.ply,3.962041652,VPCC,3
p53_vpcc_r03.ply,4.437739724,VPCC,3
p53_vpcc_r04.ply,4.528875562,VPCC,3
p53_vpcc_r05.ply,4.64881738,VPCC,3
p54_geocnn_r01.ply,2.623281086,geocnn,0
p54_geocnn_r02.ply,3.526444449,geocnn,0
p54_geocnn_r03.ply,4.013297568,geocnn,0
p54_geocnn_r04.ply,4.210389089,geocnn,0
p54_gpcc-octree-predlift_r02.ply,1.231039536,gpcc_octree_predlift,1
p54_gpcc-octree-predlift_r03.ply,2.983401665,gpcc_octree_predlift,1
p54_gpcc-octree-predlift_r04.ply,4.315334367,gpcc_octree_predlift,1
p54_gpcc-octree-predlift_r05.ply,4.349258448,gpcc_octree_predlift,1
p54_gpcc-octree-predlift_r06.ply,4.557353126,gpcc_octree_predlift,1
p54_gpcc-octree-raht_r02.ply,1.355942404,octree_raht,2
p54_gpcc-octree-raht_r03.ply,3.10835136,octree_raht,2
p54_gpcc-octree-raht_r04.ply,4.176754842,octree_raht,2
p54_gpcc-octree-raht_r05.ply,4.410068369,octree_raht,2
p54_gpcc-octree-raht_r06.ply,4.496308912,octree_raht,2
p54_vpcc_r00.ply,2.684445984,VPCC,3
p54_vpcc_r01.ply,3.37622619,VPCC,3
p54_vpcc_r02.ply,4.107143556,VPCC,3
p54_vpcc_r03.ply,4.469839144,VPCC,3
p54_vpcc_r04.ply,4.484426471,VPCC,3
p54_vpcc_r05.ply,4.350569411,VPCC,3
p55_geocnn_r01.ply,3.783632047,geocnn,0
p55_geocnn_r02.ply,4.12481811,geocnn,0
p55_geocnn_r03.ply,4.666320169,geocnn,0
p55_geocnn_r04.ply,4.665389674,geocnn,0
p55_gpcc-octree-predlift_r02.ply,1.463852506,gpcc_octree_predlift,1
p55_gpcc-octree-predlift_r03.ply,3.445073732,gpcc_octree_predlift,1
p55_gpcc-octree-predlift_r04.ply,4.395131256,gpcc_octree_predlift,1
p55_gpcc-octree-predlift_r05.ply,4.690651644,gpcc_octree_predlift,1
p55_gpcc-octree-predlift_r06.ply,4.60131312,gpcc_octree_predlift,1
p55_gpcc-octree-raht_r02.ply,1.36486422,octree_raht,2
p55_gpcc-octree-raht_r03.ply,3.187863836,octree_raht,2
p55_gpcc-octree-raht_r04.ply,4.291041785,octree_raht,2
p55_gpcc-octree-raht_r05.ply,4.68778212,octree_raht,2
p55_gpcc-octree-raht_r06.ply,4.683889489,octree_raht,2
p55_vpcc_r00.ply,2.913663905,VPCC,3
p55_vpcc_r01.ply,3.650169748,VPCC,3
p55_vpcc_r02.ply,4.350406135,VPCC,3
p55_vpcc_r03.ply,4.566576792,VPCC,3
p55_vpcc_r04.ply,4.765317431,VPCC,3
p55_vpcc_r05.ply,4.590784738,VPCC,3
p56_geocnn_r01.ply,2.941216968,geocnn,0
p56_geocnn_r02.ply,4.193777326,geocnn,0
p56_geocnn_r03.ply,4.644408375,geocnn,0
p56_geocnn_r04.ply,4.504202941,geocnn,0
p56_gpcc-octree-predlift_r02.ply,1.187226624,gpcc_octree_predlift,1
p56_gpcc-octree-predlift_r03.ply,3.092619776,gpcc_octree_predlift,1
p56_gpcc-octree-predlift_r04.ply,4.365095594,gpcc_octree_predlift,1
p56_gpcc-octree-predlift_r05.ply,4.592687188,gpcc_octree_predlift,1
p56_gpcc-octree-predlift_r06.ply,4.780289183,gpcc_octree_predlift,1
p56_gpcc-octree-raht_r02.ply,1.389753643,octree_raht,2
p56_gpcc-octree-raht_r03.ply,3.226979502,octree_raht,2
p56_gpcc-octree-raht_r04.ply,4.59706816,octree_raht,2
p56_gpcc-octree-raht_r05.ply,4.69476242,octree_raht,2
p56_gpcc-octree-raht_r06.ply,4.707986859,octree_raht,2
p56_vpcc_r00.ply,1.656196981,VPCC,3
p56_vpcc_r01.ply,2.39441292,VPCC,3
p56_vpcc_r02.ply,2.889707503,VPCC,3
p56_vpcc_r03.ply,3.39756445,VPCC,3
p56_vpcc_r04.ply,3.860098574,VPCC,3
p56_vpcc_r05.ply,4.301037549,VPCC,3
p58_geocnn_r01.ply,2.704143026,geocnn,0
p58_geocnn_r02.ply,3.362763119,geocnn,0
p58_geocnn_r03.ply,3.863402614,geocnn,0
p58_geocnn_r04.ply,3.668401365,geocnn,0
p58_gpcc-octree-predlift_r02.ply,1.291111214,gpcc_octree_predlift,1
p58_gpcc-octree-predlift_r03.ply,2.788944036,gpcc_octree_predlift,1
p58_gpcc-octree-predlift_r04.ply,4.100542129,gpcc_octree_predlift,1
p58_gpcc-octree-predlift_r05.ply,4.551615868,gpcc_octree_predlift,1
p58_gpcc-octree-predlift_r06.ply,4.543487173,gpcc_octree_predlift,1
p58_gpcc-octree-raht_r02.ply,1.659684686,octree_raht,2
p58_gpcc-octree-raht_r03.ply,2.906914152,octree_raht,2
p58_gpcc-octree-raht_r04.ply,4.045772766,octree_raht,2
