name,mos,DT
loot_13.ply,8.613520408,2
loot_14.ply,7.676020408,2
loot_15.ply,5.78125,2
loot_16.ply,2.975,2
loot_17.ply,1.85,2
loot_18.ply,8.180769231,3
loot_19.ply,6.925,3
loot_20.ply,4.8,3
loot_21.ply,4.299744898,3
loot_22.ply,2.283333333,3
loot_23.ply,1.223076923,3
loot_24.ply,7.190384615,4
loot_25.ply,7.28125,4
loot_26.ply,4.166666667,4
loot_27.ply,2.376923077,4
loot_28.ply,1.703846154,4
loot_29.ply,1,4
loot_30.ply,7.341666667,5
loot_31.ply,7.765306122,5
loot_32.ply,4.775,5
loot_33.ply,2.825,5
loot_34.ply,2.492346939,5
loot_35.ply,1.223076923,5
loot_36.ply,8.344230769,6
loot_37.ply,6.7,6
loot_38.ply,4.25,6
loot_39.ply,2.758333333,6
loot_40.ply,1.934615385,6
loot_41.ply,1.2,6
soldier_00.ply,8.3203125,0
soldier_01.ply,5.783333333,0
soldier_02.ply,5.832692308,0
soldier_03.ply,6.175,0
soldier_04.ply,5.083333333,0
soldier_05.ply,3.835459184,0
soldier_06.ply,9.583333333,1
soldier_07.ply,6.950255102,1
soldier_08.ply,5.813461538,1
soldier_09.ply,6.069230769,1
soldier_10.ply,4.516666667,1
soldier_11.ply,3.909438776,1
soldier_12.ply,7.615384615,2
soldier_13.ply,8.5234375,2
soldier_14.ply,7.68877551,2
soldier_15.ply,5.623076923,2
soldier_16.ply,4.1171875,2
soldier_17.ply,1.934615385,2
soldier_18.ply,9.178571429,3
soldier_19.ply,8.1328125,3
soldier_20.ply,5.765625,3
soldier_21.ply,4.463461538,3
soldier_22.ply,3.1640625,3
soldier_23.ply,1.491666667,3
soldier_24.ply,7.816666667,4
soldier_25.ply,5.833333333,4
soldier_26.ply,4.5546875,4
soldier_27.ply,1.7265625,4
soldier_28.ply,1.781887755,4
soldier_29.ply,1,4
soldier_30.ply,7.825,5
soldier_31.ply,7.6640625,5
soldier_32.ply,4.334615385,5
soldier_33.ply,2.280769231,5
soldier_34.ply,1.8671875,5
soldier_35.ply,1.234693878,5
soldier_36.ply,8.65,6
soldier_37.ply,7.084183673,6
soldier_38.ply,4.358333333,6
soldier_39.ply,2.75,6
soldier_40.ply,2.320153061,6
soldier_41.ply,1.4140625,6
unicorn_00.ply,8.220663265,0
unicorn_01.ply,7.405769231,0
unicorn_02.ply,6.975,0
unicorn_03.ply,6.1015625,0
unicorn_04.ply,4.963461538,0
unicorn_05.ply,2.380102041,0
unicorn_06.ply,7.688461538,1
unicorn_07.ply,8.3671875,1
unicorn_08.ply,6.553571429,1
unicorn_09.ply,6.880769231,1
unicorn_10.ply,6.348076923,1
unicorn_11.ply,5.9453125,1
unicorn_12.ply,7.352040816,2
unicorn_13.ply,5.857692308,2
unicorn_14.ply,6.226923077,2
unicorn_15.ply,5.525510204,2
unicorn_16.ply,3.5859375,2
unicorn_17.ply,1.848076923,2
unicorn_18.ply,6.841666667,3
unicorn_19.ply,6.5703125,3
unicorn_20.ply,5.141666667,3
unicorn_21.ply,4.234375,3
unicorn_22.ply,3.455769231,3
unicorn_23.ply,1.37755102,3
unicorn_24.ply,7.2,4
unicorn_25.ply,5.9296875,4
unicorn_26.ply,4.6328125,4
unicorn_27.ply,2.067602041,4
unicorn_28.ply,1.5,4
unicorn_29.ply,1.223076923,4
unicorn_30.ply,7.767857143,5
unicorn_31.ply,7.155612245,5
unicorn_32.ply,4.590561224,5
unicorn_33.ply,2.609375,5
unicorn_34.ply,1.857692308,5
unicorn_35.ply,1.3,5
unicorn_36.ply,8.375,6
unicorn_37.ply,7.066326531,6
unicorn_38.ply,5.15,6
unicorn_39.ply,3.103316327,6
unicorn_40.ply,2.2,6
unicorn_41.ply,1.306122449,6
longdress_00.ply,8.50127551,0
longdress_01.ply,6.159615385,0
longdress_02.ply,6.3046875,0
longdress_03.ply,5.5078125,0
longdress_04.ply,7.117346939,0
longdress_05.ply,3.40625,0
longdress_06.ply,9.682692308,1
longdress_07.ply,7.526923077,1
longdress_08.ply,6.709615385,1
longdress_09.ply,4.927295918,1
longdress_10.ply,4.90625,1
longdress_11.ply,4.091666667,1
longdress_12.ply,8.161538462,2
longdress_13.ply,8.381377551,2
longdress_14.ply,7.744897959,2
longdress_15.ply,5.7578125,2
longdress_16.ply,4.421875,2
longdress_17.ply,2.126923077,2
longdress_18.ply,9.171875,3
longdress_19.ply,6.783333333,3
longdress_20.ply,5.849489796,3
longdress_21.ply,4.136538462,3
longdress_22.ply,3.62372449,3
longdress_23.ply,1.790384615,3
longdress_24.ply,7.833333333,4
longdress_25.ply,6.640384615,4
longdress_26.ply,5.166666667,4
longdress_27.ply,3.191666667,4
longdress_28.ply,1.4453125,4
longdress_29.ply,1.075,4
longdress_30.ply,7.358333333,5
longdress_31.ply,6.985969388,5
longdress_32.ply,4.55,5
longdress_33.ply,2.515625,5
longdress_34.ply,1.987244898,5
longdress_35.ply,1.448979592,5
longdress_36.ply,8.325,6
longdress_37.ply,6.008333333,6
longdress_38.ply,4.825,6
longdress_39.ply,2.330769231,6
longdress_40.ply,1.783333333,6
longdress_41.ply,1.433333333,6
statue_00.ply,6.908333333,0
statue_01.ply,7.6328125,0
statue_02.ply,6.168367347,0
statue_03.ply,4.93877551,0
statue_04.ply,3.015625,0
statue_05.ply,1.453125,0
statue_06.ply,7.40625,1
statue_07.ply,5.459183673,1
statue_08.ply,6.4,1
statue_09.ply,5.899234694,1
statue_10.ply,6.588461538,1
statue_11.ply,5.107692308,1
statue_12.ply,7.825,2
statue_13.ply,6.133333333,2
statue_14.ply,6.054846939,2
statue_15.ply,3.965384615,2
statue_16.ply,3.4921875,2
statue_17.ply,1.1875,2
statue_18.ply,7.141666667,3
statue_19.ply,6.762755102,3
statue_20.ply,6.1328125,3
statue_21.ply,3.441326531,3
statue_22.ply,2.5546875,3
statue_23.ply,1,3
statue_24.ply,5.81377551,4
statue_25.ply,5.808673469,4
statue_26.ply,4.765625,4
statue_27.ply,1.916666667,4
statue_28.ply,2.073979592,4
statue_29.ply,1,4
statue_30.ply,6.795918367,5
statue_31.ply,6.525,5
statue_32.ply,6.536989796,5
statue_33.ply,2.85,5
statue_34.ply,1.625,5
statue_35.ply,1.69005102,5
statue_36.ply,8.121153846,6
statue_37.ply,6.784615385,6
statue_38.ply,5.184615385,6
statue_39.ply,3.1796875,6
statue_40.ply,2.463010204,6
statue_41.ply,1.617307692,6
shiva_00.ply,6.558333333,0
shiva_01.ply,7.834615385,0
shiva_02.ply,7.767307692,0
shiva_03.ply,5.991666667,0
shiva_04.ply,6.6171875,0
shiva_05.ply,3.262755102,0
shiva_06.ply,8.5,1
shiva_07.ply,6.917091837,1
shiva_08.ply,7.844230769,1
shiva_09.ply,7.62244898,1
shiva_10.ply,6.784615385,1
shiva_11.ply,6.244897959,1
shiva_12.ply,6.975,2
shiva_13.ply,6.816666667,2
shiva_14.ply,6.591666667,2
shiva_15.ply,6.331632653,2
shiva_16.ply,5.943877551,2
shiva_17.ply,3.4609375,2
shiva_18.ply,7.401785714,3
shiva_19.ply,6.833333333,3
shiva_20.ply,7.9921875,3
shiva_21.ply,6.001923077,3
shiva_22.ply,5.0078125,3
shiva_23.ply,2.955357143,3
shiva_24.ply,6.525,4
shiva_25.ply,7.78125,4
shiva_26.ply,5.724489796,4
shiva_27.ply,3.3984375,4
shiva_28.ply,2.021153846,4
shiva_29.ply,1.216666667,4
shiva_30.ply,8.8359375,5
shiva_31.ply,6.825,5
shiva_32.ply,5.75,5
shiva_33.ply,2.830769231,5
shiva_34.ply,2.320153061,5
shiva_35.ply,1.600765306,5
shiva_36.ply,7.084183673,6
shiva_37.ply,6.673469388,6
shiva_38.ply,5.828125,6
shiva_39.ply,3.733333333,6
shiva_40.ply,3.041666667,6
shiva_41.ply,2.108333333,6
