Original,name,mos,DT,Codec,Tradeoff,Rate,STD,CONF_INT
Boxer,Boxer_gpcc_p3_r02.ply,1.6,0,gpcc,p3,r1,0.663324958,0.290709639
Boxer,Boxer_gpcc_p3_r03.ply,3.2,0,gpcc,p3,r2,0.748331477,0.327964704
Boxer,Boxer_gpcc_p3_r04.ply,4.6,0,gpcc,p3,r3,0.489897949,0.214703297
Boxer,Boxer_gpcc_p3_r05.ply,4.9,0,gpcc,p3,r4,0.3,0.131478381
Boxer,Boxer_vpcc_p1_r1.ply,4.75,1,vpcc,p1,r1,0.433012702,0.189772697
Boxer,Boxer_vpcc_p1_r2.ply,4.7,1,vpcc,p1,r2,0.458257569,0.200836545
Boxer,Boxer_vpcc_p1_r3.ply,4.65,1,vpcc,p1,r3,0.476969601,0.209037303
Boxer,Boxer_vpcc_p1_r4.ply,4.85,1,vpcc,p1,r4,0.357071421,0.156490575
Boxer,Boxer_vpcc_p2_r1.ply,4.1,1,vpcc,p2,r1,0.435889894,0.191033659
Boxer,Boxer_vpcc_p2_r2.ply,4.65,1,vpcc,p2,r2,0.476969601,0.209037303
Boxer,Boxer_vpcc_p2_r3.ply,4.7,1,vpcc,p2,r3,0.458257569,0.200836545
Boxer,Boxer_vpcc_p2_r4.ply,4.9,1,vpcc,p2,r4,0.3,0.131478381
Boxer,Boxer_vpcc_p3_r2.ply,4.75,1,vpcc,p3,r2,0.433012702,0.189772697
Boxer,Boxer_vpcc_p3_r3.ply,4.5,1,vpcc,p3,r3,0.5,0.219130635
Boxer,Boxer_vpcc_p3_r4.ply,4.8,1,vpcc,p3,r4,0.4,0.175304508
Boxer,Boxer_jpeg_p1_r1.ply,2.55,2,jpeg,p1,r1,0.739932429,0.324283726
Boxer,Boxer_jpeg_p1_r2.ply,2.95,2,jpeg,p1,r2,0.973396117,0.426601819
Boxer,Boxer_jpeg_p1_r3.ply,3.35,2,jpeg,p1,r3,0.792148976,0.347168216
Boxer,Boxer_jpeg_p1_r4.ply,3.0,2,jpeg,p1,r4,1.048808848,0.459652298
Boxer,Boxer_jpeg_p2_r1.ply,2.45,2,jpeg,p2,r1,0.864580823,0.37891229
Boxer,Boxer_jpeg_p2_r2.ply,2.95,2,jpeg,p2,r2,0.920597632,0.403462288
Boxer,Boxer_jpeg_p2_r3.ply,3.8,2,jpeg,p2,r3,0.6,0.262956762
Boxer,Boxer_jpeg_p2_r4.ply,4.1,2,jpeg,p2,r4,0.768114575,0.336634869
Boxer,Boxer_jpeg_p3_r1.ply,1.8,2,jpeg,p3,r1,0.678232998,0.297243255
Boxer,Boxer_jpeg_p3_r2.ply,3.1,2,jpeg,p3,r2,0.830662386,0.364047153
Boxer,Boxer_jpeg_p3_r3.ply,3.5,2,jpeg,p3,r3,0.866025404,0.379545394
Boxer,Boxer_jpeg_p3_r4.ply,4.25,2,jpeg,p3,r4,0.536190265,0.234991427
StMichael,StMichael_gpcc_p1_r02.ply,1.45,0,gpcc,p1,r1,0.589491306,0.258351209
StMichael,StMichael_gpcc_p1_r03.ply,4.15,0,gpcc,p1,r2,0.726291952,0.318305634
StMichael,StMichael_gpcc_p1_r04.ply,4.8,0,gpcc,p1,r3,0.509901951,0.223470277
StMichael,StMichael_gpcc_p1_r05.ply,5.0,0,gpcc,p1,r4,0.0,0.0
StMichael,StMichael_gpcc_p2_r02.ply,2.6,0,gpcc,p2,r1,0.583095189,0.255548038
StMichael,StMichael_gpcc_p2_r03.ply,4.2,0,gpcc,p2,r2,0.678232998,0.297243255
StMichael,StMichael_gpcc_p2_r04.ply,4.75,0,gpcc,p2,r3,0.433012702,0.189772697
StMichael,StMichael_gpcc_p2_r05.ply,4.75,0,gpcc,p2,r4,0.887411967,0.388918296
StMichael,StMichael_gpcc_p3_r02.ply,1.5,0,gpcc,p3,r1,0.670820393,0.293994598
StMichael,StMichael_gpcc_p3_r03.ply,3.85,0,gpcc,p3,r2,0.726291952,0.318305634
StMichael,StMichael_gpcc_p3_r04.ply,4.75,0,gpcc,p3,r3,0.433012702,0.189772697
StMichael,StMichael_gpcc_p3_r05.ply,4.95,0,gpcc,p3,r4,0.217944947,0.095516829
StMichael,StMichael_vpcc_p1_r1.ply,3.05,1,vpcc,p1,r1,0.804673847,0.352657382
StMichael,StMichael_vpcc_p1_r2.ply,3.6,1,vpcc,p1,r2,0.860232527,0.3770066
StMichael,StMichael_vpcc_p1_r3.ply,3.75,1,vpcc,p1,r3,0.766485486,0.335920903
StMichael,StMichael_vpcc_p1_r4.ply,3.8,1,vpcc,p1,r4,0.678232998,0.297243255
StMichael,StMichael_vpcc_p2_r1.ply,2.85,1,vpcc,p2,r1,0.572276157,0.250806476
StMichael,StMichael_vpcc_p2_r2.ply,3.6,1,vpcc,p2,r2,0.8,0.350609016
StMichael,StMichael_vpcc_p2_r3.ply,3.85,1,vpcc,p2,r3,0.792148976,0.347168216
StMichael,StMichael_vpcc_p2_r4.ply,3.85,1,vpcc,p2,r4,0.653834842,0.286550488
StMichael,StMichael_vpcc_p3_r1.ply,3.05,1,vpcc,p3,r1,0.804673847,0.352657382
StMichael,StMichael_vpcc_p3_r2.ply,3.2,1,vpcc,p3,r2,0.748331477,0.327964704
StMichael,StMichael_vpcc_p3_r3.ply,3.75,1,vpcc,p3,r3,0.698212002,0.305999279
StMichael,StMichael_vpcc_p3_r4.ply,3.65,1,vpcc,p3,r4,0.792148976,0.347168216
StMichael,StMichael_jpeg_p1_r1.ply,2.35,2,jpeg,p1,r1,0.852936105,0.373808861
StMichael,StMichael_jpeg_p1_r2.ply,3.7,2,jpeg,p1,r2,0.842614977,0.36928551
StMichael,StMichael_jpeg_p1_r3.ply,4.65,2,jpeg,p1,r3,0.726291952,0.318305634
StMichael,StMichael_jpeg_p1_r4.ply,4.85,2,jpeg,p1,r4,0.476969601,0.209037303
StMichael,StMichael_jpeg_p2_r1.ply,1.95,2,jpeg,p2,r1,0.804673847,0.352657382
StMichael,StMichael_jpeg_p2_r2.ply,4.2,2,jpeg,p2,r2,0.4,0.175304508
StMichael,StMichael_jpeg_p2_r3.ply,4.65,2,jpeg,p2,r3,0.572276157,0.250806476
StMichael,StMichael_jpeg_p2_r4.ply,4.95,2,jpeg,p2,r4,0.217944947,0.095516829
StMichael,StMichael_jpeg_p3_r1.ply,2.2,2,jpeg,p3,r1,0.678232998,0.297243255
StMichael,StMichael_jpeg_p3_r2.ply,3.85,2,jpeg,p3,r2,0.792148976,0.347168216
StMichael,StMichael_jpeg_p3_r3.ply,4.85,2,jpeg,p3,r3,0.357071421,0.156490575
StMichael,StMichael_jpeg_p3_r4.ply,5.0,2,jpeg,p3,r4,0.0,0.0
House_without_roof,House_without_roof_gpcc_p1_r02.ply,1.25,0,gpcc,p1,r1,0.433012702,0.189772697
House_without_roof,House_without_roof_gpcc_p1_r03.ply,3.65,0,gpcc,p1,r2,0.90967027,0.398673248
House_without_roof,House_without_roof_gpcc_p1_r04.ply,4.85,0,gpcc,p1,r3,0.357071421,0.156490575
House_without_roof,House_without_roof_gpcc_p1_r05.ply,4.75,0,gpcc,p1,r4,0.536190265,0.234991427
House_without_roof,House_without_roof_gpcc_p2_r02.ply,1.25,0,gpcc,p2,r1,0.433012702,0.189772697
House_without_roof,House_without_roof_gpcc_p2_r03.ply,3.4,0,gpcc,p2,r2,0.916515139,0.401673089
House_without_roof,House_without_roof_gpcc_p2_r04.ply,4.9,0,gpcc,p2,r3,0.435889894,0.191033659
House_without_roof,House_without_roof_gpcc_p2_r05.ply,4.8,0,gpcc,p2,r4,0.4,0.175304508
House_without_roof,House_without_roof_gpcc_p3_r02.ply,1.3,0,gpcc,p3,r1,0.458257569,0.200836545
House_without_roof,House_without_roof_gpcc_p3_r03.ply,2.95,0,gpcc,p3,r2,0.973396117,0.426601819
House_without_roof,House_without_roof_gpcc_p3_r04.ply,4.7,0,gpcc,p3,r3,0.556776436,0.244013548
House_without_roof,House_without_roof_gpcc_p3_r05.ply,4.85,0,gpcc,p3,r4,0.357071421,0.156490575
House_without_roof,House_without_roof_vpcc_p1_r1.ply,4.7,1,vpcc,p1,r1,0.458257569,0.200836545
House_without_roof,House_without_roof_vpcc_p1_r2.ply,4.8,1,vpcc,p1,r2,0.509901951,0.223470277
House_without_roof,House_without_roof_vpcc_p1_r3.ply,4.9,1,vpcc,p1,r3,0.3,0.131478381
House_without_roof,House_without_roof_vpcc_p1_r4.ply,4.8,1,vpcc,p1,r4,0.4,0.175304508
House_without_roof,House_without_roof_vpcc_p2_r1.ply,4.5,1,vpcc,p2,r1,0.670820393,0.293994598
House_without_roof,House_without_roof_vpcc_p2_r2.ply,4.6,1,vpcc,p2,r2,0.734846923,0.322054946
House_without_roof,House_without_roof_vpcc_p2_r3.ply,4.85,1,vpcc,p2,r3,0.357071421,0.156490575
House_without_roof,House_without_roof_vpcc_p2_r4.ply,4.85,1,vpcc,p2,r4,0.476969601,0.209037303
House_without_roof,House_without_roof_vpcc_p3_r3.ply,4.9,1,vpcc,p3,r3,0.3,0.131478381
House_without_roof,House_without_roof_vpcc_p3_r4.ply,4.85,1,vpcc,p3,r4,0.357071421,0.156490575
House_without_roof,House_without_roof_jpeg_p1_r1.ply,2.1,2,jpeg,p1,r1,0.830662386,0.364047153
House_without_roof,House_without_roof_jpeg_p1_r2.ply,2.8,2,jpeg,p1,r2,0.81240384,0.356045139
House_without_roof,House_without_roof_jpeg_p1_r3.ply,3.05,2,jpeg,p1,r3,0.804673847,0.352657382
House_without_roof,House_without_roof_jpeg_p1_r4.ply,3.65,2,jpeg,p1,r4,0.653834842,0.286550488
House_without_roof,House_without_roof_jpeg_p2_r1.ply,3.05,2,jpeg,p2,r1,0.864580823,0.37891229
House_without_roof,House_without_roof_jpeg_p2_r2.ply,3.1,2,jpeg,p2,r2,1.044030651,0.457558199
House_without_roof,House_without_roof_jpeg_p2_r3.ply,2.8,2,jpeg,p2,r3,1.36381817,0.597708683
House_without_roof,House_without_roof_jpeg_p2_r4.ply,4.85,2,jpeg,p2,r4,0.357071421,0.156490575
House_without_roof,House_without_roof_jpeg_p3_r1.ply,1.9,2,jpeg,p3,r1,0.768114575,0.336634869
House_without_roof,House_without_roof_jpeg_p3_r2.ply,2.4,2,jpeg,p3,r2,0.734846923,0.322054946
House_without_roof,House_without_roof_jpeg_p3_r3.ply,3.95,2,jpeg,p3,r3,0.668954408,0.293176809
House_without_roof,House_without_roof_jpeg_p3_r4.ply,4.65,2,jpeg,p3,r4,0.572276157,0.250806476
