name,mos,DT,distortion_type
romanoillamp_15.ply,7.544230769,2,Downscaling
romanoillamp_16.ply,5.125,2,Downscaling
romanoillamp_17.ply,2.723076923,2,Downscaling
romanoillamp_18.ply,9.553571429,3,Downscaling_and_Color_noise
romanoillamp_19.ply,8.71875,3,Downscaling_and_Color_noise
romanoillamp_20.ply,7.296153846,3,Downscaling_and_Color_noise
romanoillamp_21.ply,6.198076923,3,Downscaling_and_Color_noise
romanoillamp_22.ply,6.667091837,3,Downscaling_and_Color_noise
romanoillamp_23.ply,2.6,3,Downscaling_and_Color_noise
romanoillamp_24.ply,8.008333333,4,Downscaling_and_Geometry_Gaussian_noise
romanoillamp_25.ply,8.7734375,4,Downscaling_and_Geometry_Gaussian_noise
romanoillamp_26.ply,6.533333333,4,Downscaling_and_Geometry_Gaussian_noise
romanoillamp_27.ply,3.125,4,Downscaling_and_Geometry_Gaussian_noise
romanoillamp_28.ply,2.411989796,4,Downscaling_and_Geometry_Gaussian_noise
romanoillamp_29.ply,1.433333333,4,Downscaling_and_Geometry_Gaussian_noise
romanoillamp_30.ply,9.40625,5,Geometry_Gaussian_noise
romanoillamp_31.ply,7.008333333,5,Geometry_Gaussian_noise
romanoillamp_32.ply,6.166666667,5,Geometry_Gaussian_noise
romanoillamp_33.ply,3.93622449,5,Geometry_Gaussian_noise
romanoillamp_34.ply,3.7734375,5,Geometry_Gaussian_noise
romanoillamp_35.ply,1.5703125,5,Geometry_Gaussian_noise
romanoillamp_36.ply,8.433333333,6,Color_noise_and_Geometry_Gaussian_noise
romanoillamp_37.ply,8.5625,6,Color_noise_and_Geometry_Gaussian_noise
romanoillamp_38.ply,7.1953125,6,Color_noise_and_Geometry_Gaussian_noise
romanoillamp_39.ply,3.545918367,6,Color_noise_and_Geometry_Gaussian_noise
romanoillamp_40.ply,2.811538462,6,Color_noise_and_Geometry_Gaussian_noise
romanoillamp_41.ply,1.223076923,6,Color_noise_and_Geometry_Gaussian_noise
loot_00.ply,6.996153846,0,Octree_based_compression
loot_01.ply,7.0859375,0,Octree_based_compression
loot_02.ply,5.383333333,0,Octree_based_compression
loot_03.ply,5.208333333,0,Octree_based_compression
loot_04.ply,6.679846939,0,Octree_based_compression
loot_05.ply,2.708333333,0,Octree_based_compression
loot_06.ply,9.65,1,Color_Noise
loot_07.ply,7.316666667,1,Color_Noise
loot_08.ply,5.396683673,1,Color_Noise
loot_09.ply,4.584615385,1,Color_Noise
loot_10.ply,4.230867347,1,Color_Noise
loot_11.ply,4.0625,1,Color_Noise
loot_12.ply,8.267307692,2,Downscaling
loot_13.ply,8.613520408,2,Downscaling
loot_14.ply,7.676020408,2,Downscaling
loot_15.ply,5.78125,2,Downscaling
loot_16.ply,2.975,2,Downscaling
loot_17.ply,1.85,2,Downscaling
loot_18.ply,8.180769231,3,Downscaling_and_Color_noise
loot_19.ply,6.925,3,Downscaling_and_Color_noise
loot_20.ply,4.8,3,Downscaling_and_Color_noise
loot_21.ply,4.299744898,3,Downscaling_and_Color_noise
loot_22.ply,2.283333333,3,Downscaling_and_Color_noise
loot_23.ply,1.223076923,3,Downscaling_and_Color_noise
loot_24.ply,7.190384615,4,Downscaling_and_Geometry_Gaussian_noise
loot_25.ply,7.28125,4,Downscaling_and_Geometry_Gaussian_noise
loot_26.ply,4.166666667,4,Downscaling_and_Geometry_Gaussian_noise
loot_27.ply,2.376923077,4,Downscaling_and_Geometry_Gaussian_noise
loot_28.ply,1.703846154,4,Downscaling_and_Geometry_Gaussian_noise
loot_29.ply,1,4,Downscaling_and_Geometry_Gaussian_noise
loot_30.ply,7.341666667,5,Geometry_Gaussian_noise
loot_31.ply,7.765306122,5,Geometry_Gaussian_noise
loot_32.ply,4.775,5,Geometry_Gaussian_noise
loot_33.ply,2.825,5,Geometry_Gaussian_noise
loot_34.ply,2.492346939,5,Geometry_Gaussian_noise
loot_35.ply,1.223076923,5,Geometry_Gaussian_noise
loot_36.ply,8.344230769,6,Color_noise_and_Geometry_Gaussian_noise
loot_37.ply,6.7,6,Color_noise_and_Geometry_Gaussian_noise
loot_38.ply,4.25,6,Color_noise_and_Geometry_Gaussian_noise
loot_39.ply,2.758333333,6,Color_noise_and_Geometry_Gaussian_noise
loot_40.ply,1.934615385,6,Color_noise_and_Geometry_Gaussian_noise
loot_41.ply,1.2,6,Color_noise_and_Geometry_Gaussian_noise
soldier_00.ply,8.3203125,0,Octree_based_compression
soldier_01.ply,5.783333333,0,Octree_based_compression
soldier_02.ply,5.832692308,0,Octree_based_compression
soldier_03.ply,6.175,0,Octree_based_compression
soldier_04.ply,5.083333333,0,Octree_based_compression
soldier_05.ply,3.835459184,0,Octree_based_compression
soldier_06.ply,9.583333333,1,Color_Noise
soldier_07.ply,6.950255102,1,Color_Noise
soldier_08.ply,5.813461538,1,Color_Noise
soldier_09.ply,6.069230769,1,Color_Noise
soldier_10.ply,4.516666667,1,Color_Noise
soldier_11.ply,3.909438776,1,Color_Noise
soldier_12.ply,7.615384615,2,Downscaling
soldier_13.ply,8.5234375,2,Downscaling
soldier_14.ply,7.68877551,2,Downscaling
soldier_15.ply,5.623076923,2,Downscaling
soldier_16.ply,4.1171875,2,Downscaling
soldier_17.ply,1.934615385,2,Downscaling
soldier_18.ply,9.178571429,3,Downscaling_and_Color_noise
soldier_19.ply,8.1328125,3,Downscaling_and_Color_noise
soldier_20.ply,5.765625,3,Downscaling_and_Color_noise
soldier_21.ply,4.463461538,3,Downscaling_and_Color_noise
soldier_22.ply,3.1640625,3,Downscaling_and_Color_noise
soldier_23.ply,1.491666667,3,Downscaling_and_Color_noise
soldier_24.ply,7.816666667,4,Downscaling_and_Geometry_Gaussian_noise
soldier_25.ply,5.833333333,4,Downscaling_and_Geometry_Gaussian_noise
soldier_26.ply,4.5546875,4,Downscaling_and_Geometry_Gaussian_noise
soldier_27.ply,1.7265625,4,Downscaling_and_Geometry_Gaussian_noise
soldier_28.ply,1.781887755,4,Downscaling_and_Geometry_Gaussian_noise
soldier_29.ply,1,4,Downscaling_and_Geometry_Gaussian_noise
soldier_30.ply,7.825,5,Geometry_Gaussian_noise
soldier_31.ply,7.6640625,5,Geometry_Gaussian_noise
soldier_32.ply,4.334615385,5,Geometry_Gaussian_noise
soldier_33.ply,2.280769231,5,Geometry_Gaussian_noise
soldier_34.ply,1.8671875,5,Geometry_Gaussian_noise
soldier_35.ply,1.234693878,5,Geometry_Gaussian_noise
soldier_36.ply,8.65,6,Color_noise_and_Geometry_Gaussian_noise
soldier_37.ply,7.084183673,6,Color_noise_and_Geometry_Gaussian_noise
soldier_38.ply,4.358333333,6,Color_noise_and_Geometry_Gaussian_noise
soldier_39.ply,2.75,6,Color_noise_and_Geometry_Gaussian_noise
soldier_40.ply,2.320153061,6,Color_noise_and_Geometry_Gaussian_noise
soldier_41.ply,1.4140625,6,Color_noise_and_Geometry_Gaussian_noise
unicorn_00.ply,8.220663265,0,Octree_based_compression
unicorn_01.ply,7.405769231,0,Octree_based_compression
unicorn_02.ply,6.975,0,Octree_based_compression
unicorn_03.ply,6.1015625,0,Octree_based_compression
unicorn_04.ply,4.963461538,0,Octree_based_compression
unicorn_05.ply,2.380102041,0,Octree_based_compression
unicorn_06.ply,7.688461538,1,Color_Noise
unicorn_07.ply,8.3671875,1,Color_Noise
unicorn_08.ply,6.553571429,1,Color_Noise
unicorn_09.ply,6.880769231,1,Color_Noise
unicorn_10.ply,6.348076923,1,Color_Noise
unicorn_11.ply,5.9453125,1,Color_Noise
unicorn_12.ply,7.352040816,2,Downscaling
unicorn_13.ply,5.857692308,2,Downscaling
unicorn_14.ply,6.226923077,2,Downscaling
unicorn_15.ply,5.525510204,2,Downscaling
unicorn_16.ply,3.5859375,2,Downscaling
unicorn_17.ply,1.848076923,2,Downscaling
unicorn_18.ply,6.841666667,3,Downscaling_and_Color_noise
unicorn_19.ply,6.5703125,3,Downscaling_and_Color_noise
unicorn_20.ply,5.141666667,3,Downscaling_and_Color_noise
unicorn_21.ply,4.234375,3,Downscaling_and_Color_noise
unicorn_22.ply,3.455769231,3,Downscaling_and_Color_noise
unicorn_23.ply,1.37755102,3,Downscaling_and_Color_noise
unicorn_24.ply,7.2,4,Downscaling_and_Geometry_Gaussian_noise
unicorn_25.ply,5.9296875,4,Downscaling_and_Geometry_Gaussian_noise
unicorn_26.ply,4.6328125,4,Downscaling_and_Geometry_Gaussian_noise
unicorn_27.ply,2.067602041,4,Downscaling_and_Geometry_Gaussian_noise
unicorn_28.ply,1.5,4,Downscaling_and_Geometry_Gaussian_noise
unicorn_29.ply,1.223076923,4,Downscaling_and_Geometry_Gaussian_noise
unicorn_30.ply,7.767857143,5,Geometry_Gaussian_noise
unicorn_31.ply,7.155612245,5,Geometry_Gaussian_noise
unicorn_32.ply,4.590561224,5,Geometry_Gaussian_noise
unicorn_33.ply,2.609375,5,Geometry_Gaussian_noise
unicorn_34.ply,1.857692308,5,Geometry_Gaussian_noise
unicorn_35.ply,1.3,5,Geometry_Gaussian_noise
unicorn_36.ply,8.375,6,Color_noise_and_Geometry_Gaussian_noise
unicorn_37.ply,7.066326531,6,Color_noise_and_Geometry_Gaussian_noise
unicorn_38.ply,5.15,6,Color_noise_and_Geometry_Gaussian_noise
unicorn_39.ply,3.103316327,6,Color_noise_and_Geometry_Gaussian_noise
unicorn_40.ply,2.2,6,Color_noise_and_Geometry_Gaussian_noise
unicorn_41.ply,1.306122449,6,Color_noise_and_Geometry_Gaussian_noise
longdress_00.ply,8.50127551,0,Octree_based_compression
longdress_01.ply,6.159615385,0,Octree_based_compression
longdress_02.ply,6.3046875,0,Octree_based_compression
longdress_03.ply,5.5078125,0,Octree_based_compression
longdress_04.ply,7.117346939,0,Octree_based_compression
longdress_05.ply,3.40625,0,Octree_based_compression
longdress_06.ply,9.682692308,1,Color_Noise
longdress_07.ply,7.526923077,1,Color_Noise
longdress_08.ply,6.709615385,1,Color_Noise
longdress_09.ply,4.927295918,1,Color_Noise
longdress_10.ply,4.90625,1,Color_Noise
longdress_11.ply,4.091666667,1,Color_Noise
longdress_12.ply,8.161538462,2,Downscaling
longdress_13.ply,8.381377551,2,Downscaling
longdress_14.ply,7.744897959,2,Downscaling
longdress_15.ply,5.7578125,2,Downscaling
longdress_16.ply,4.421875,2,Downscaling
longdress_17.ply,2.126923077,2,Downscaling
longdress_18.ply,9.171875,3,Downscaling_and_Color_noise
longdress_19.ply,6.783333333,3,Downscaling_and_Color_noise
longdress_20.ply,5.849489796,3,Downscaling_and_Color_noise
longdress_21.ply,4.136538462,3,Downscaling_and_Color_noise
longdress_22.ply,3.62372449,3,Downscaling_and_Color_noise
longdress_23.ply,1.790384615,3,Downscaling_and_Color_noise
longdress_24.ply,7.833333333,4,Downscaling_and_Geometry_Gaussian_noise
longdress_25.ply,6.640384615,4,Downscaling_and_Geometry_Gaussian_noise
longdress_26.ply,5.166666667,4,Downscaling_and_Geometry_Gaussian_noise
longdress_27.ply,3.191666667,4,Downscaling_and_Geometry_Gaussian_noise
longdress_28.ply,1.4453125,4,Downscaling_and_Geometry_Gaussian_noise
longdress_29.ply,1.075,4,Downscaling_and_Geometry_Gaussian_noise
longdress_30.ply,7.358333333,5,Geometry_Gaussian_noise
longdress_31.ply,6.985969388,5,Geometry_Gaussian_noise
longdress_32.ply,4.55,5,Geometry_Gaussian_noise
longdress_33.ply,2.515625,5,Geometry_Gaussian_noise
longdress_34.ply,1.987244898,5,Geometry_Gaussian_noise
longdress_35.ply,1.448979592,5,Geometry_Gaussian_noise
longdress_36.ply,8.325,6,Color_noise_and_Geometry_Gaussian_noise
longdress_37.ply,6.008333333,6,Color_noise_and_Geometry_Gaussian_noise
longdress_38.ply,4.825,6,Color_noise_and_Geometry_Gaussian_noise
longdress_39.ply,2.330769231,6,Color_noise_and_Geometry_Gaussian_noise
longdress_40.ply,1.783333333,6,Color_noise_and_Geometry_Gaussian_noise
longdress_41.ply,1.433333333,6,Color_noise_and_Geometry_Gaussian_noise
statue_00.ply,6.908333333,0,Octree_based_compression
statue_01.ply,7.6328125,0,Octree_based_compression
statue_02.ply,6.168367347,0,Octree_based_compression
statue_03.ply,4.93877551,0,Octree_based_compression
statue_04.ply,3.015625,0,Octree_based_compression
statue_05.ply,1.453125,0,Octree_based_compression
statue_06.ply,7.40625,1,Color_Noise
statue_07.ply,5.459183673,1,Color_Noise
statue_08.ply,6.4,1,Color_Noise
statue_09.ply,5.899234694,1,Color_Noise
statue_10.ply,6.588461538,1,Color_Noise
statue_11.ply,5.107692308,1,Color_Noise
statue_12.ply,7.825,2,Downscaling
statue_13.ply,6.133333333,2,Downscaling
statue_14.ply,6.054846939,2,Downscaling
statue_15.ply,3.965384615,2,Downscaling
statue_16.ply,3.4921875,2,Downscaling
statue_17.ply,1.1875,2,Downscaling
statue_18.ply,7.141666667,3,Downscaling_and_Color_noise
statue_19.ply,6.762755102,3,Downscaling_and_Color_noise
statue_20.ply,6.1328125,3,Downscaling_and_Color_noise
statue_21.ply,3.441326531,3,Downscaling_and_Color_noise
statue_22.ply,2.5546875,3,Downscaling_and_Color_noise
statue_23.ply,1,3,Downscaling_and_Color_noise
statue_24.ply,5.81377551,4,Downscaling_and_Geometry_Gaussian_noise
statue_25.ply,5.808673469,4,Downscaling_and_Geometry_Gaussian_noise
statue_26.ply,4.765625,4,Downscaling_and_Geometry_Gaussian_noise
statue_27.ply,1.916666667,4,Downscaling_and_Geometry_Gaussian_noise
statue_28.ply,2.073979592,4,Downscaling_and_Geometry_Gaussian_noise
statue_29.ply,1,4,Downscaling_and_Geometry_Gaussian_noise
statue_30.ply,6.795918367,5,Geometry_Gaussian_noise
statue_31.ply,6.525,5,Geometry_Gaussian_noise
statue_32.ply,6.536989796,5,Geometry_Gaussian_noise
statue_33.ply,2.85,5,Geometry_Gaussian_noise
statue_34.ply,1.625,5,Geometry_Gaussian_noise
statue_35.ply,1.69005102,5,Geometry_Gaussian_noise
statue_36.ply,8.121153846,6,Color_noise_and_Geometry_Gaussian_noise
statue_37.ply,6.784615385,6,Color_noise_and_Geometry_Gaussian_noise
statue_38.ply,5.184615385,6,Color_noise_and_Geometry_Gaussian_noise
statue_39.ply,3.1796875,6,Color_noise_and_Geometry_Gaussian_noise
statue_40.ply,2.463010204,6,Color_noise_and_Geometry_Gaussian_noise
statue_41.ply,1.617307692,6,Color_noise_and_Geometry_Gaussian_noise
shiva_00.ply,6.558333333,0,Octree_based_compression
shiva_01.ply,7.834615385,0,Octree_based_compression
shiva_02.ply,7.767307692,0,Octree_based_compression
shiva_03.ply,5.991666667,0,Octree_based_compression
shiva_04.ply,6.6171875,0,Octree_based_compression
shiva_05.ply,3.262755102,0,Octree_based_compression
shiva_06.ply,8.5,1,Color_Noise
shiva_07.ply,6.917091837,1,Color_Noise
shiva_08.ply,7.844230769,1,Color_Noise
shiva_09.ply,7.62244898,1,Color_Noise
shiva_10.ply,6.784615385,1,Color_Noise
shiva_11.ply,6.244897959,1,Color_Noise
shiva_12.ply,6.975,2,Downscaling
shiva_13.ply,6.816666667,2,Downscaling
shiva_14.ply,6.591666667,2,Downscaling
shiva_15.ply,6.331632653,2,Downscaling
shiva_16.ply,5.943877551,2,Downscaling
shiva_17.ply,3.4609375,2,Downscaling
shiva_18.ply,7.401785714,3,Downscaling_and_Color_noise
shiva_19.ply,6.833333333,3,Downscaling_and_Color_noise
shiva_20.ply,7.9921875,3,Downscaling_and_Color_noise
shiva_21.ply,6.001923077,3,Downscaling_and_Color_noise
shiva_22.ply,5.0078125,3,Downscaling_and_Color_noise
shiva_23.ply,2.955357143,3,Downscaling_and_Color_noise
shiva_24.ply,6.525,4,Downscaling_and_Geometry_Gaussian_noise
shiva_25.ply,7.78125,4,Downscaling_and_Geometry_Gaussian_noise
shiva_26.ply,5.724489796,4,Downscaling_and_Geometry_Gaussian_noise
shiva_27.ply,3.3984375,4,Downscaling_and_Geometry_Gaussian_noise
shiva_28.ply,2.021153846,4,Downscaling_and_Geometry_Gaussian_noise
shiva_29.ply,1.216666667,4,Downscaling_and_Geometry_Gaussian_noise
shiva_30.ply,8.8359375,5,Geometry_Gaussian_noise
shiva_31.ply,6.825,5,Geometry_Gaussian_noise
shiva_32.ply,5.75,5,Geometry_Gaussian_noise
shiva_33.ply,2.830769231,5,Geometry_Gaussian_noise
shiva_34.ply,2.320153061,5,Geometry_Gaussian_noise
shiva_35.ply,1.600765306,5,Geometry_Gaussian_noise
shiva_36.ply,7.084183673,6,Color_noise_and_Geometry_Gaussian_noise
shiva_37.ply,6.673469388,6,Color_noise_and_Geometry_Gaussian_noise
shiva_38.ply,5.828125,6,Color_noise_and_Geometry_Gaussian_noise
shiva_39.ply,3.733333333,6,Color_noise_and_Geometry_Gaussian_noise
shiva_40.ply,3.041666667,6,Color_noise_and_Geometry_Gaussian_noise
shiva_41.ply,2.108333333,6,Color_noise_and_Geometry_Gaussian_noise
hhi_00.ply,9.516666667,0,Octree_based_compression
hhi_01.ply,7.7109375,0,Octree_based_compression
hhi_02.ply,8.9453125,0,Octree_based_compression
hhi_03.ply,7.371153846,0,Octree_based_compression
hhi_04.ply,4.183333333,0,Octree_based_compression
hhi_05.ply,1.953125,0,Octree_based_compression
hhi_06.ply,9.796875,1,Color_Noise
hhi_07.ply,6.776923077,1,Color_Noise
hhi_08.ply,6.107692308,1,Color_Noise
hhi_09.ply,6.140625,1,Color_Noise
hhi_10.ply,4.808333333,1,Color_Noise
hhi_11.ply,5.021153846,1,Color_Noise
hhi_12.ply,8.741666667,2,Downscaling
hhi_13.ply,6.534615385,2,Downscaling
hhi_14.ply,7.015625,2,Downscaling
hhi_15.ply,4.9296875,2,Downscaling
hhi_16.ply,4.056122449,2,Downscaling
hhi_17.ply,1.785714286,2,Downscaling
hhi_18.ply,8.238461538,3,Downscaling_and_Color_noise
hhi_19.ply,7.399234694,3,Downscaling_and_Color_noise
hhi_20.ply,5.016666667,3,Downscaling_and_Color_noise
hhi_21.ply,4.308333333,3,Downscaling_and_Color_noise
hhi_22.ply,2.4453125,3,Downscaling_and_Color_noise
hhi_23.ply,1.905769231,3,Downscaling_and_Color_noise
hhi_24.ply,7.680769231,4,Downscaling_and_Geometry_Gaussian_noise
hhi_25.ply,6.366666667,4,Downscaling_and_Geometry_Gaussian_noise
hhi_26.ply,4.5625,4,Downscaling_and_Geometry_Gaussian_noise
hhi_27.ply,2.208333333,4,Downscaling_and_Geometry_Gaussian_noise
hhi_28.ply,1.540384615,4,Downscaling_and_Geometry_Gaussian_noise
hhi_29.ply,1,4,Downscaling_and_Geometry_Gaussian_noise
hhi_30.ply,9.464285714,5,Geometry_Gaussian_noise
hhi_31.ply,8.3125,5,Geometry_Gaussian_noise
hhi_32.ply,6.836734694,5,Geometry_Gaussian_noise
hhi_33.ply,3.475,5,Geometry_Gaussian_noise
hhi_34.ply,1.867307692,5,Geometry_Gaussian_noise
hhi_35.ply,1.1953125,5,Geometry_Gaussian_noise
hhi_36.ply,8.219230769,6,Color_noise_and_Geometry_Gaussian_noise
hhi_37.ply,5.842307692,6,Color_noise_and_Geometry_Gaussian_noise
hhi_38.ply,4.920918367,6,Color_noise_and_Geometry_Gaussian_noise
hhi_39.ply,2.4921875,6,Color_noise_and_Geometry_Gaussian_noise
hhi_40.ply,2.083333333,6,Color_noise_and_Geometry_Gaussian_noise
hhi_41.ply,1.5,6,Color_noise_and_Geometry_Gaussian_noise
